69.162.124.231,"HEAD / HTTP/1.1",301
69.162.124.231,"HEAD / HTTP/1.1",200
138.197.66.165,"GET /rss/ HTTP/1.1",304
114.125.127.82,"GET /content/images/2016/06/prox01-1.png HTTP/1.1",301
114.125.108.99,"GET /content/images/2016/06/prox01-1.png HTTP/1.1",200
114.125.108.99,"GET /favicon.ico HTTP/1.1",200
73.70.196.68,"GET /2018/08/02/kafka-listeners-explained/ HTTP/1.1",301
73.70.196.68,"GET /2018/08/02/kafka-listeners-explained/ HTTP/1.1",200
73.70.196.68,"GET /assets/css/screen.css?v=41d65e1a14 HTTP/1.1",200
73.70.196.68,"GET /assets/js/jquery.fitvids.js?v=41d65e1a14 HTTP/1.1",200
73.70.196.68,"GET /assets/fonts/casper-icons.woff?v=1 HTTP/1.1",200
